scientificName,assessmentId,internalTaxonId,Common_name,Synonyms_or_previous_lump,Original_rodent_attributed_IUCN,redlistCategory,redlistCriteria,Primary_causes,Rodent_primary,Rodent_only_primary,has_study,key,Rodent_attributed_final,Rodent_attribution_source
Melamprosops phaeosoma,153774712,22720863,Poo-uli,"",Rattus,Extinct,"",Unknown,0,0,No,Melamprosops phaeosoma_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Melanospiza richardsoni,180219096,22723725,Saint Lucia Black Finch,"",Rattus,Endangered,C2a(ii),Unknown,0,0,No,Melanospiza richardsoni_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Melanospiza richardsoni,180219096,22723725,Saint Lucia Black Finch,"",Rattus,Endangered,C2a(ii),Unknown,0,0,No,Melanospiza richardsoni_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Melopyrrha grandis,217577217,216918514,Saint Kitts Bullfinch,"Loxigilla portoricensis, Pyrrhulagra portoricensis",Rattus rattus,Critically Endangered,D,Unknown,0,0,No,Melopyrrha grandis_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Mergus australis,92864737,22680496,New Zealand Merganser,"",Rattus,Extinct,"",Hunting,0,0,No,Mergus australis_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Mergus australis,92864737,22680496,New Zealand Merganser,"",Rattus,Extinct,"",Hunting,0,0,No,Mergus australis_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Mergus australis,92864737,22680496,New Zealand Merganser,"",Rattus,Extinct,"",Hunting,0,0,No,Mergus australis_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Mesitornis unicolor,129881558,22692966,Brown Mesite,"",Rattus,Vulnerable,A2cde+3cde+4cde; C1+2a(i),Habitat loss,0,0,No,Mesitornis unicolor_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Mesitornis unicolor,129881558,22692966,Brown Mesite,"",Rattus,Vulnerable,A2cde+3cde+4cde; C1+2a(i),Habitat loss,0,0,No,Mesitornis unicolor_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Mimus melanotis,180990415,22711078,San Cristobal Mockingbird,"",Rattus rattus,Near Threatened,B1b(iii)+2b(iii),Unknown,0,0,No,Mimus melanotis_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Mimus trifasciatus,132093428,22711063,Floreana Mockingbird,"Nesomimus trifasciatus, Orpheus trifasciatus",Rattus rattus,Endangered,B1ac(iv)+2ac(iv),"Rats, cats, dogs, goats",1,0,Yes,Mimus trifasciatus_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Moho bishopi,93963979,22704335,Bishop's Oo,"",Rattus rattus,Extinct,"","Habitat loss, introduced herbivores",0,0,No,Moho bishopi_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Moho braccatus,93963628,22704323,Kauai Oo,"",Rattus rattus,Extinct,"","Rats, Habitat loss, pigs, disease",0,0,No,Moho braccatus_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Mohoua ochrocephala,209465053,22705397,Yellowhead,"",Rattus rattus,Near Threatened,A3be+4be; C1,"Rats, mice, stoats",1,0,Yes,Mohoua ochrocephala_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Monias benschi,193815333,22692971,Subdesert Mesite,"",Rattus,Vulnerable,"A2cd+3cd+4cd; B1ab(i,ii,iii,v)",Habitat loss,0,0,No,Monias benschi_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Monias benschi,193815333,22692971,Subdesert Mesite,"",Rattus,Vulnerable,"A2cd+3cd+4cd; B1ab(i,ii,iii,v)",Habitat loss,0,0,No,Monias benschi_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Mundia elpenor,94995240,22728746,Ascension Crake,Atlantisia elpenor,Rattus,Extinct,"","Rats, cats",1,0,Yes,Mundia elpenor_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Myadestes obscurus,94165878,22708579,Omao,"",Rattus,Vulnerable,D2,Habitat loss,0,0,No,Myadestes obscurus_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Myadestes obscurus,94165878,22708579,Omao,"",Rattus,Vulnerable,D2,Habitat loss,0,0,No,Myadestes obscurus_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Myadestes obscurus,94165878,22708579,Omao,"",Rattus,Vulnerable,D2,Habitat loss,0,0,No,Myadestes obscurus_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Myadestes palmeri,128101101,22708583,Puaiohi,"",Rattus,Critically Endangered,B1ab(iii),Introduced plants,0,0,Yes,Myadestes palmeri_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Myadestes palmeri,128101101,22708583,Puaiohi,"",Rattus,Critically Endangered,B1ab(iii),Introduced plants,0,0,Yes,Myadestes palmeri_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Myadestes palmeri,128101101,22708583,Puaiohi,"",Rattus,Critically Endangered,B1ab(iii),Introduced plants,0,0,Yes,Myadestes palmeri_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Myzomela chermesina,182414813,22703871,Rotuma Myzomela,"",Rattus exulans,Vulnerable,D2,Unknown,0,0,No,Myzomela chermesina_Rattus exulans,Rattus exulans,Rodent attribution from IUCN.
Nannopterum harrisi,133546087,22696756,Flightless Cormorant,Phalacrocorax harrisi,Rattus,Vulnerable,D2,Unknown,0,0,No,Nannopterum harrisi_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Nannopterum harrisi,133546087,22696756,Flightless Cormorant,Phalacrocorax harrisi,Rattus,Vulnerable,D2,Unknown,0,0,No,Nannopterum harrisi_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Nesillas aldabrana,94421643,22714587,Aldabra Brush-warbler,"",Rattus,Extinct,"","Rats, cats, goats, tortoises",1,0,No,Nesillas aldabrana_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Nesillas aldabrana,94421643,22714587,Aldabra Brush-warbler,"",Rattus,Extinct,"","Rats, cats, goats, tortoises",1,0,No,Nesillas aldabrana_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Nesoenas cicur,119206244,62257034,Mauritius Turtle-dove,"",Rattus rattus,Extinct,"","Rats, human hunting, habitat loss",1,0,No,Nesoenas cicur_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Nesoenas duboisi,119260576,22728712,Reunion Pigeon,Columba duboisi,Rattus,Extinct,"","Rats, cats, human hunting",1,0,No,Nesoenas duboisi_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Nesoenas duboisi,119260576,22728712,Reunion Pigeon,Columba duboisi,Rattus,Extinct,"","Rats, cats, human hunting",1,0,No,Nesoenas duboisi_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Nesoenas mayeri,179390191,22690392,Pink Pigeon,"Columba mayeri, Streptopelia mayeri",Rattus,Vulnerable,D1,Habitat loss,0,0,No,Nesoenas mayeri_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Nesoenas mayeri,179390191,22690392,Pink Pigeon,"Columba mayeri, Streptopelia mayeri",Rattus,Vulnerable,D1,Habitat loss,0,0,No,Nesoenas mayeri_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Nesoenas rodericanus,119206485,22728722,Rodrigues Turtle-dove,Alectroenas rodericana,Rattus rattus,Extinct,"",Rats,1,1,No,Nesoenas rodericanus_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Nesofregetta fuliginosa,132649758,22698471,Polynesian Storm-petrel,"","Rattus exulans, Rattus rattus",Endangered,C2a(i),"Rats, cats",1,0,No,Nesofregetta fuliginosa_Rattus exulans,Rattus exulans,Rodent attribution from IUCN.
Nesofregetta fuliginosa,132649758,22698471,Polynesian Storm-petrel,"","Rattus exulans, Rattus rattus",Endangered,C2a(i),"Rats, cats",1,0,No,Nesofregetta fuliginosa_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Nesospiza acunhae,95121524,22735943,Inaccessible Island Finch,"","Rattus, Mus musculus",Vulnerable,D2,"Rats, mice",1,1,Yes,Nesospiza acunhae_Mus musculus,Mus musculus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Nestor meridionalis,216083435,22684840,New Zealand Kaka,"",Rattus norvegicus,Vulnerable,A2ce,"Habitat loss, human hunting",0,0,No,Nestor meridionalis_Rattus norvegicus,Rattus norvegicus,Rodent attribution from IUCN.
Notiomystis cincta,214276713,22704154,Stitchbird,"",Rattus rattus,Vulnerable,D2,"Rats, disease",1,0,No,Notiomystis cincta_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Onychoprion aleuticus,178964431,22694716,Aleutian Tern,Sterna aleutica,Rattus norvegicus,Vulnerable,A2bcde+3bcde+4cde,Unknown,0,0,No,Onychoprion aleuticus_Rattus norvegicus,Rattus norvegicus,Rodent attribution from IUCN.
Oreomystis bairdi,130843089,22720809,Akikiki,"",Rattus,Critically Endangered,C2a(ii),Unknown,0,0,Yes,Oreomystis bairdi_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Oreomystis bairdi,130843089,22720809,Akikiki,"",Rattus,Critically Endangered,C2a(ii),Unknown,0,0,Yes,Oreomystis bairdi_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Oreomystis bairdi,130843089,22720809,Akikiki,"",Rattus,Critically Endangered,C2a(ii),Unknown,0,0,Yes,Oreomystis bairdi_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Otidiphaps insularis,216252040,22726273,Black-naped Pheasant-pigeon,Otidiphaps nobilis,Rattus exulans,Critically Endangered,C2a(ii),Unknown,0,0,No,Otidiphaps insularis_Rattus exulans,Rattus exulans,Rodent attribution from IUCN.
Otus capnodes,119090936,22688686,Anjouan Scops-owl,"",Rattus rattus,Endangered,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v); C2a(ii)",Habitat loss,0,0,Yes,Otus capnodes_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Otus insularis,177971497,22688667,Seychelles Scops-owl,"",Rattus rattus,Critically Endangered,"B1ab(ii,iii,v); C2a(ii)",Unknown,0,0,Yes,Otus insularis_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Otus moheliensis,118472254,22724585,Moheli Scops-owl,"",Rattus,Endangered,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v); C2a(ii)",Habitat loss,0,0,No,Otus moheliensis_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Otus pauliani,179586821,22688694,Grand Comoro Scops-owl,"",Rattus,Endangered,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v); C2a(ii)",Habitat loss,0,0,No,Otus pauliani_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pachycephala jacquinoti,94021921,22705510,Tongan Whistler,"","Rattus exulans, Rattus rattus",Near Threatened,B1ab(iii);C2a(i);D2,Habitat loss,0,0,No,Pachycephala jacquinoti_Rattus exulans,Rattus exulans,Rodent attribution from IUCN.
Pachycephala jacquinoti,94021921,22705510,Tongan Whistler,"","Rattus exulans, Rattus rattus",Near Threatened,B1ab(iii);C2a(i);D2,Habitat loss,0,0,No,Pachycephala jacquinoti_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Pachyptila macgillivrayi,198532259,104062579,MacGillivray's Prion,"","Rattus, Mus musculus",Critically Endangered,A3be+4be,"Rats, mice",1,1,Yes,Pachyptila macgillivrayi_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pachyptila macgillivrayi,198532259,104062579,MacGillivray's Prion,"","Rattus, Mus musculus",Critically Endangered,A3be+4be,"Rats, mice",1,1,Yes,Pachyptila macgillivrayi_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pachyptila macgillivrayi,198532259,104062579,MacGillivray's Prion,"","Rattus, Mus musculus",Critically Endangered,A3be+4be,"Rats, mice",1,1,Yes,Pachyptila macgillivrayi_Mus musculus,Mus musculus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Palmeria dolei,182550979,22720855,Akohekohe,"",Rattus,Critically Endangered,"B1ab(i,ii,iii,v)","Habitat loss, disease",0,0,Yes,Palmeria dolei_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Palmeria dolei,182550979,22720855,Akohekohe,"",Rattus,Critically Endangered,"B1ab(i,ii,iii,v)","Habitat loss, disease",0,0,Yes,Palmeria dolei_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Palmeria dolei,182550979,22720855,Akohekohe,"",Rattus,Critically Endangered,"B1ab(i,ii,iii,v)","Habitat loss, disease",0,0,Yes,Palmeria dolei_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pampusana canifrons,216247017,22691071,Palau Ground-dove,"Alopecoenas canifrons, Gallicolumba canifrons",Rattus,Endangered,C2a(i),"Rats, brown tree snake",1,0,Yes,Pampusana canifrons_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pampusana canifrons,216247017,22691071,Palau Ground-dove,"Alopecoenas canifrons, Gallicolumba canifrons",Rattus,Endangered,C2a(i),"Rats, brown tree snake",1,0,Yes,Pampusana canifrons_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pampusana erythroptera,129084352,22691030,Polynesian Ground-dove,"Alopecoenas erythropterus, Gallicolumba erythroptera","Rattus rattus, Rattus exulans",Critically Endangered,C2a(ii),"Rats, cats, habitat loss, weather extreme",1,0,No,Pampusana erythroptera_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Pampusana erythroptera,129084352,22691030,Polynesian Ground-dove,"Alopecoenas erythropterus, Gallicolumba erythroptera","Rattus rattus, Rattus exulans",Critically Endangered,C2a(ii),"Rats, cats, habitat loss, weather extreme",1,0,No,Pampusana erythroptera_Rattus exulans,Rattus exulans,Rodent attribution from IUCN.
Pampusana kubaryi,172138008,22691024,Caroline Ground-dove,"Alopecoenas kubaryi, Gallicolumba kubaryi",Rattus,Endangered,C2a(i); D,"Rats, cats, human hunting",1,0,No,Pampusana kubaryi_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pampusana kubaryi,172138008,22691024,Caroline Ground-dove,"Alopecoenas kubaryi, Gallicolumba kubaryi",Rattus,Endangered,C2a(i); D,"Rats, cats, human hunting",1,0,No,Pampusana kubaryi_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pampusana kubaryi,172138008,22691024,Caroline Ground-dove,"Alopecoenas kubaryi, Gallicolumba kubaryi",Rattus,Endangered,C2a(i); D,"Rats, cats, human hunting",1,0,No,Pampusana kubaryi_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pampusana salamonis,93301654,22691056,Thick-billed Ground-dove,"Alopecoenas salamonis, Gallicolumba salamonis",Rattus,Extinct,"","Rats, cats, dogs, pigs",1,0,No,Pampusana salamonis_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pampusana salamonis,93301654,22691056,Thick-billed Ground-dove,"Alopecoenas salamonis, Gallicolumba salamonis",Rattus,Extinct,"","Rats, cats, dogs, pigs",1,0,No,Pampusana salamonis_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pampusana sanctaecrucis,131854908,22691047,Santa Cruz Ground-dove,"Alopecoenas sanctaecrucis, Gallicolumba sanctaecrucis",Rattus rattus,Endangered,D,Unknown,0,0,No,Pampusana sanctaecrucis_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Pampusana stairi,93300863,22691042,Shy Ground-dove,"Alopecoenas stairi, Gallicolumba stairi",Rattus exulans,Vulnerable,C2a(i),Habitat loss,0,0,No,Pampusana stairi_Rattus exulans,Rattus exulans,Rodent attribution from IUCN.
Pareudiastes pacificus,129449004,22692854,Samoan Moorhen,Gallinula pacifica,Rattus,Critically Endangered,D,"Rats, cats",1,0,No,Pareudiastes pacificus_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pelecanoides garnotii,179971538,22698280,Peruvian Diving-petrel,"","Rattus, Mus musculus",Near Threatened,B2b(iii),Unknown,0,0,No,Pelecanoides garnotii_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pelecanoides garnotii,179971538,22698280,Peruvian Diving-petrel,"","Rattus, Mus musculus",Near Threatened,B2b(iii),Unknown,0,0,No,Pelecanoides garnotii_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Pelecanoides whenuahouensis,155188651,155187257,Whenua Hou Diving-petrel,Pelecanoides georgicus,"Rattus exulans, Rattus norvegicus",Critically Endangered,B2ab(iii),Unknown,0,0,Yes,Pelecanoides whenuahouensis_Rattus exulans,Rattus exulans,Rodent attribution from IUCN.
Pelecanoides whenuahouensis,155188651,155187257,Whenua Hou Diving-petrel,Pelecanoides georgicus,"Rattus exulans, Rattus norvegicus",Critically Endangered,B2ab(iii),Unknown,0,0,Yes,Pelecanoides whenuahouensis_Rattus norvegicus,Rattus norvegicus,Rodent attribution from IUCN.
Petroica multicolor,157471309,103734824,Norfolk Island Robin,"",Rattus rattus,Endangered,C2a(ii),"Rats, habitat loss",1,0,Yes,Petroica multicolor_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Petroica traversi,209015125,22704831,Black Robin,"",Rattus,Vulnerable,D1+2,"Rats, cats",1,0,No,Petroica traversi_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Petroica traversi,209015125,22704831,Black Robin,"",Rattus,Vulnerable,D1+2,"Rats, cats",1,0,No,Petroica traversi_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Petroica traversi,209015125,22704831,Black Robin,"",Rattus,Vulnerable,D1+2,"Rats, cats",1,0,No,Petroica traversi_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Phalacrocorax featherstoni,132595530,22696907,Pitt Island Shag,Stictocarbo featherstoni,"Rattus rattus, Rattus norvegicus",Endangered,A2bde+3bde+4bde; C1+2a(ii),Unknown,0,0,No,Phalacrocorax featherstoni_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Phalacrocorax featherstoni,132595530,22696907,Pitt Island Shag,Stictocarbo featherstoni,"Rattus rattus, Rattus norvegicus",Endangered,A2bde+3bde+4bde; C1+2a(ii),Unknown,0,0,No,Phalacrocorax featherstoni_Rattus norvegicus,Rattus norvegicus,Rodent attribution from IUCN.
Philesturnus rufusater,132191453,103730503,North Island Saddleback,"",Rattus norvegicus,Near Threatened,D2,Rats,0,0,No,Philesturnus rufusater_Rattus norvegicus,Rattus norvegicus,Rodent attribution from IUCN.
Phoebastria immutabilis,132643073,22698365,Laysan Albatross,Diomedea immutabilis,Mus musculus,Near Threatened,A4bd,"Human hunting, fishing-bycatch",0,0,Yes,Phoebastria immutabilis_Mus musculus,Mus musculus,Rodent attribution from IUCN.
Phoebetria fusca,132645596,22698431,Sooty Albatross,"","Rattus, Mus musculus",Endangered,A4bd,Fishing-bycatch,0,0,Yes,Phoebetria fusca_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Phoebetria fusca,132645596,22698431,Sooty Albatross,"","Rattus, Mus musculus",Endangered,A4bd,Fishing-bycatch,0,0,Yes,Phoebetria fusca_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Phoebetria fusca,132645596,22698431,Sooty Albatross,"","Rattus, Mus musculus",Endangered,A4bd,Fishing-bycatch,0,0,Yes,Phoebetria fusca_Mus musculus,Mus musculus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Phoebetria palpebrata,132647449,22698448,Light-mantled Albatross,"","Rattus, Mus musculus",Near Threatened,A4bd,Fishing-bycatch,0,0,Yes,Phoebetria palpebrata_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Phoebetria palpebrata,132647449,22698448,Light-mantled Albatross,"","Rattus, Mus musculus",Near Threatened,A4bd,Fishing-bycatch,0,0,Yes,Phoebetria palpebrata_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Phoebetria palpebrata,132647449,22698448,Light-mantled Albatross,"","Rattus, Mus musculus",Near Threatened,A4bd,Fishing-bycatch,0,0,Yes,Phoebetria palpebrata_Mus musculus,Mus musculus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Phylloscopus amoenus,94451811,22715412,Kolombangara Leaf-warbler,"",Rattus,Vulnerable,D1+2,Natural disasters,0,0,No,Phylloscopus amoenus_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Phylloscopus amoenus,94451811,22715412,Kolombangara Leaf-warbler,"",Rattus,Vulnerable,D1+2,Natural disasters,0,0,No,Phylloscopus amoenus_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Ploceus grandis,176388594,22718925,Giant Weaver,"",Rattus rattus,Near Threatened,C2a(ii),Unknown,0,0,No,Ploceus grandis_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Pomarea dimidiata,132072143,22707172,Rarotonga Monarch,"",Rattus rattus,Vulnerable,D1+2,Rats,1,1,Yes,Pomarea dimidiata_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Pomarea fluxa,95051671,22732926,Eiao Monarch,"","Rattus exulans, Rattus rattus",Extinct,"",Rats,1,1,Yes,Pomarea fluxa_Rattus exulans,Rattus exulans,Rodent attribution from IUCN.
Pomarea fluxa,95051671,22732926,Eiao Monarch,"","Rattus exulans, Rattus rattus",Extinct,"",Rats,1,1,Yes,Pomarea fluxa_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Pomarea mendozae,210741049,22734320,Marquesas Monarch,"",Rattus exulans,Endangered,D,Unknown,0,0,No,Pomarea mendozae_Rattus exulans,Rattus exulans,Rodent attribution from IUCN.
Pomarea mira,157473406,22732931,Ua Pou Monarch,"",Rattus rattus,Critically Endangered,D,Unknown,0,0,No,Pomarea mira_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Pomarea nigra,173465740,22707178,Tahiti Monarch,"",Rattus rattus,Critically Endangered,B1ab(iii); D,Rats,1,1,Yes,Pomarea nigra_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Pomarea nukuhivae,95052074,22732936,Nuku Hiva Monarch,"",Rattus rattus,Extinct,"","Rats, habitat loss",1,0,No,Pomarea nukuhivae_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Pomarea whitneyi,155462058,22707192,Fatu Hiva Monarch,"",Rattus rattus,Critically Endangered,"A2be+4be; B1ab(ii,v); C2a(i,ii); D",Rats,1,1,Yes,Pomarea whitneyi_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Porphyrio paepae,,,,,,,,,,,,Porphyrio paepae_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Porphyrio paepae,,,,,,,,,,,,Porphyrio paepae_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Porphyrio paepae,,,,,,,,,,,,Porphyrio paepae_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Procellaria aequinoctialis,132628887,22698140,White-chinned Petrel,"",Rattus rattus,Vulnerable,A4bcde,Fishing-bycatch,0,0,Yes,Procellaria aequinoctialis_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Procellaria cinerea,175348962,22698159,Grey Petrel,"","Rattus rattus, Rattus norvegicus, Mus musculus",Near Threatened,A2de+3de+4de,Fishing-bycatch,0,0,Yes,Procellaria cinerea_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Procellaria cinerea,175348962,22698159,Grey Petrel,"","Rattus rattus, Rattus norvegicus, Mus musculus",Near Threatened,A2de+3de+4de,Fishing-bycatch,0,0,Yes,Procellaria cinerea_Rattus norvegicus,Rattus norvegicus,Rodent attribution from IUCN.
Procellaria cinerea,175348962,22698159,Grey Petrel,"","Rattus rattus, Rattus norvegicus, Mus musculus",Near Threatened,A2de+3de+4de,Fishing-bycatch,0,0,Yes,Procellaria cinerea_Mus musculus,Mus musculus,Rodent attribution from IUCN.
Procellaria parkinsoni,132629374,22698150,Black Petrel,"","Rattus exulans, Rattus rattus",Vulnerable,D2,Fishing-bycatch,0,0,No,Procellaria parkinsoni_Rattus exulans,Rattus exulans,Rodent attribution from IUCN.
Procellaria parkinsoni,132629374,22698150,Black Petrel,"","Rattus exulans, Rattus rattus",Vulnerable,D2,Fishing-bycatch,0,0,No,Procellaria parkinsoni_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Procellaria westlandica,132629809,22698155,Westland Petrel,"",Rattus,Endangered,B2ab(iii),Unknown,0,0,No,Procellaria westlandica_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Procellaria westlandica,132629809,22698155,Westland Petrel,"",Rattus,Endangered,B2ab(iii),Unknown,0,0,No,Procellaria westlandica_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Procellaria westlandica,132629809,22698155,Westland Petrel,"",Rattus,Endangered,B2ab(iii),Unknown,0,0,No,Procellaria westlandica_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
